"","AREA","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","QS_OVERALL","COMMIS","SALES_PRICE","total_yrs","avg_sqft","oth_chgs","bin_insq","bin_dist","bin_ttl_yrs","ARBT","INBT","TRBT","BRBT","Chrompet.2","Karapakkam.2","Adyar.3","Chrompet.3","Karapakkam.3","KK Nagar.3","Adyar.4","Anna Nagar.4","Chrompet.4","Karapakkam.4","KK Nagar.4","T Nagar.4","Velachery.4","Anna Nagar.5","KK Nagar.5","T Nagar.5","Velachery.5","KK Nagar.6","2.2","3.2","1.3","2.3","3.3","1.4","2.4","3.4","1.5","2.5","3.5","2.6","3.6"
"4925","KK Nagar",2271,172,4,2,6,"Normal Sale","No","House","NoSeWa","Paved","RL",3.53,195235,10846380,10585,378.5,3904693,"4","4","2","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"4929","Karapakkam",1337,107,2,2,4,"Family","No","Commercial","AllPub","Gravel","I",3.65,166184,10386500,8030,334.25,2970539,"2","3","2","Karapakkam.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4931","Velachery",1871,2,3,2,5,"AbNormal","Yes","Commercial","AllPub","Gravel","A",2.53,148522,14852210,8395,374.2,4292293,"3","1","2","Velachery.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4934","Karapakkam",695,152,1,1,2,"AbNormal","No","House","NoSewr ","Gravel","C",4.37,69484,4342750,14235,347.5,1906465,"1","4","2","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4936","Adyar",658,35,1,1,2,"AbNormal","No","House","AllPub","Gravel","I",3.25,63974,6397375,9125,329,1963991,"1","1","2","Adyar.House","House.1","House.2","House.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4940","Chrompet",1244,135,2,1,4,"Partial","Yes","House","AllPub","Gravel","RM",3.1,32923,10974200,10220,311,2798425,"2","3","2","Chrompet.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4942","Velachery",1814,78,3,2,5,"Normal Sale","No","Others","AllPub","Paved","I",3.28,156782,9798850,5475,362.8,2802476,"3","2","1","Velachery.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4943","Chrompet",1131,69,1,1,3,"Partial","Yes","House","AllPub","Paved","RH",3.44,86028,8602800,13140,377,2253930,"2","2","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4951","Anna Nagar",1767,68,1,1,4,"AbNormal","No","Commercial","NoSewr ","Gravel","RM",3.08,141229,20175500,16425,441.75,7041250,"3","2","3","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4954","Anna Nagar",1927,75,2,1,5,"AdjLand","No","Others","NoSewr ","NoAccess","RM",4.14,144214,14421410,10950,385.4,4686955,"3","2","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4961","KK Nagar",2311,76,4,2,6,"Partial","No","House","NoSewr ","Paved","RL",3.56,120254,10932200,7300,385.166666666667,4055846,"4","2","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4969","Anna Nagar",1849,6,2,1,5,"Partial","Yes","Others","AllPub","Paved","RM",3.265,151323,15132260,8030,369.8,5054172,"3","1","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4973","Chrompet",1052,78,1,1,3,"AdjLand","Yes","Commercial","ELO","Paved","RH",3.9,217131,12772400,10220,350.666666666667,3550731,"2","2","2","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4974","Adyar",676,192,1,1,2,"Partial","No","House","NoSeWa","NoAccess","RL",2.78,54800,6088870,6570,338,1808396,"1","4","1","Adyar.House","House.1","House.2","House.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4976","Chrompet",1276,42,2,1,4,"AdjLand","Yes","Others","AllPub","NoAccess","RL",4.14,100864,11207070,1825,319,3227635,"2","1","1","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4977","Karapakkam",1549,196,2,2,4,"AbNormal","Yes","House","NoSewr ","Paved","RH",3.21,76370,8485500,8760,387.25,2749307,"3","4","2","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4986","Karapakkam",1048,129,1,1,3,"Partial","No","Others","NoSewr ","Gravel","I",3.47,97665,6511000,4380,349.333333333333,2148630,"2","3","1","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4987","Karapakkam",903,88,1,1,3,"AbNormal","Yes","Commercial","NoSewr ","Gravel","RL",3.52,191197,10063000,11680,301,2908207,"1","2","2","Karapakkam.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4989","Velachery",1591,2,2,1,4,"Partial","No","Others","NoSeWa","NoAccess","C",3.15,122097,7182160,4745,397.75,2190558,"3","1","1","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4991","Adyar",1137,177,1,1,3,"Partial","Yes","Commercial","NoSewr ","NoAccess","I",3.17,99434,12429230,8030,379,3679049,"2","4","2","Adyar.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4996","KK Nagar",2483,87,4,2,6,"AdjLand","Yes","House","NoSewr ","Paved","RM",3.29,305086,13867560,2920,413.833333333333,4423747,"4","2","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5000","Karapakkam",1367,171,2,2,4,"Normal Sale","No","Others","AllPub","Paved","A",3.81,132976,6044375,6935,341.75,2200150,"2","4","1","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5002","Anna Nagar",1539,119,1,1,4,"Family","Yes","Others","NoSewr ","NoAccess","RL",2.835,112414,12490460,4380,384.75,4496566,"3","3","1","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5004","KK Nagar",2017,198,3,2,5,"AbNormal","Yes","Commercial","AllPub","Gravel","RL",4.25,437319,17492740,9855,403.4,6104970,"4","4","2","KK Nagar.Commercial","Commercial.4","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5006","T Nagar",1822,121,2,1,5,"Normal Sale","No","Others","AllPub","Gravel","RM",3.91,287597,15136680,5840,364.4,3693350,"3","3","1","T Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5012","Chrompet",993,63,1,1,3,"Normal Sale","No","Commercial","ELO","NoAccess","RL",4.36,33288,11096050,9855,331,2929353,"1","2","2","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5016","KK Nagar",2218,92,3,2,5,"Family","No","Commercial","NoSeWa","Gravel","RM",3.2,377184,17961120,5840,443.6,8298039,"4","2","1","KK Nagar.Commercial","Commercial.4","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5017","KK Nagar",1817,86,3,2,5,"AbNormal","Yes","Others","AllPub","Gravel","RH",3.58,151346,11642000,4745,363.4,3713798,"3","2","1","KK Nagar.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5018","KK Nagar",1931,153,3,2,5,"Family","No","Commercial","NoSewr ","Paved","RL",2.69,263309,15488740,2555,386.2,4863461,"3","4","1","KK Nagar.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5019","Adyar",891,112,1,1,3,"Partial","No","House","AllPub","Gravel","RH",4.02,31551,7887730,8030,297,2445198,"1","3","2","Adyar.House","House.1","House.3","House.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5022","Adyar",1171,51,1,1,3,"Family","No","Others","AllPub","NoAccess","RH",3.35,89408,8940790,2190,390.333333333333,2664353,"2","2","1","Adyar.Others","Others.2","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5030","Adyar",1275,120,2,2,4,"AbNormal","Yes","Others","ELO","Paved","A",3.84,115156,8858160,8760,318.75,2825749,"2","3","2","Adyar.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5038","Velachery",1609,29,2,1,4,"AdjLand","Yes","Others","ELO","Paved","I",3.69,102635,9330460,19345,402.25,2873780,"3","1","3","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5046","Chrompet",859,145,1,1,3,"Family","Yes","Commercial","NoSewr ","Gravel","RL",2.83,134164,12196750,7665,286.333333333333,3756601,"1","3","2","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5047","Velachery",1682,166,2,1,4,"AdjLand","No","House","AllPub","Paved","I",3.35,151644,8424650,12775,420.5,3032877,"3","4","2","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5048","Karapakkam",1451,105,2,2,4,"AdjLand","No","Commercial","NoSeWa","Paved","I",4.43,219833,10468250,11315,362.75,4459472,"2","3","2","Karapakkam.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5052","Velachery",1924,182,3,2,5,"Family","No","Commercial","NoSeWa","Paved","A",3.94,156520,13043320,16790,384.8,4265164,"3","4","3","Velachery.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5053","T Nagar",1868,160,2,1,5,"AbNormal","No","Others","NoSewr ","Gravel","RL",3.895,143335,14333470,10585,373.6,3884374,"3","4","2","T Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5056","Velachery",1836,86,3,2,5,"AdjLand","No","House","AllPub","Gravel","C",4.09,70506,8813250,16425,367.2,2608722,"3","2","3","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5058","Karapakkam",1359,153,2,2,4,"Partial","Yes","Others","NoSewr ","Gravel","RL",2.27,129337,9238375,11315,339.75,3787738,"2","4","2","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5060","Chrompet",1038,51,1,1,3,"AbNormal","Yes","Others","AllPub","NoAccess","RM",3.5,151748,10116560,5110,346,2427974,"2","2","1","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5065","Chrompet",1038,163,1,1,3,"AdjLand","No","House","AllPub","Gravel","RM",3.07,113554,9462850,14235,346,2498194,"2","4","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5067","Chrompet",1163,89,1,1,3,"AbNormal","Yes","Others","AllPub","Paved","RM",3.67,157406,11243310,5840,387.666666666667,3193097,"2","2","1","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5072","Karapakkam",1078,90,1,1,3,"AbNormal","No","Others","AllPub","Paved","RL",2.43,111825,7455000,4745,359.333333333333,2594340,"2","2","1","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5080","Adyar",853,112,1,1,3,"Family","No","Others","NoSeWa","NoAccess","A",3.9,77000,5133330,8030,284.333333333333,1786397,"1","3","2","Adyar.Others","Others.1","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5082","Adyar",636,52,1,1,2,"AbNormal","Yes","House","AllPub","Paved","C",4.65,46803,6686075,1825,318,2453790,"1","2","1","Adyar.House","House.1","House.2","House.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5087","KK Nagar",1474,173,2,1,4,"Normal Sale","Yes","Commercial","NoSewr ","Paved","RL",2.97,177111,13623940,9855,368.5,4468653,"2","4","2","KK Nagar.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5088","Chrompet",1016,105,1,1,3,"AbNormal","Yes","Others","NoSewr ","Gravel","RM",3.24,106479,10647920,11680,338.666666666667,3077253,"2","3","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5090","Karapakkam",1030,34,1,1,3,"AdjLand","No","Commercial","ELO","Paved","A",3.03,56366,7045750,7665,343.333333333333,2846483,"2","1","2","Karapakkam.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5091","Karapakkam",1030,195,1,1,3,"Partial","No","Others","ELO","NoAccess","C",4.09,104934,4372250,8760,343.333333333333,1757649,"2","4","2","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5095","Velachery",1725,117,2,1,4,"AdjLand","No","House","NoSewr ","NoAccess","RH",3.06,114742,8195890,15330,431.25,2991502,"3","3","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5096","Adyar",826,116,1,1,3,"AdjLand","No","Others","ELO","NoAccess","RL",3.33,114514,8179590,2190,275.333333333333,2911930,"1","3","1","Adyar.Others","Others.1","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5097","Chrompet",1082,81,1,1,3,"Family","Yes","House","NoSewr ","NoAccess","RM",2.87,81720,9079950,12045,360.666666666667,2288151,"2","2","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5098","Karapakkam",1468,82,2,2,4,"Family","Yes","Commercial","AllPub","NoAccess","I",3.36,246899,10734750,10585,367,4594475,"2","2","2","Karapakkam.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5103","Chrompet",936,139,1,1,3,"Partial","Yes","Others","NoSeWa","NoAccess","RH",3.67,121317,7582320,13140,312,2100300,"1","3","2","Chrompet.Others","Others.1","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5104","Adyar",1112,90,1,1,3,"AdjLand","Yes","Commercial","NoSeWa","Gravel","RH",3.47,88728,14787965,4015,370.666666666667,4613847,"2","2","1","Adyar.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5106","Anna Nagar",1803,75,2,1,5,"Partial","No","House","NoSeWa","NoAccess","RM",4.44,224081,11793720,13140,360.6,3514526,"3","2","2","Anna Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5107","Adyar",1001,61,1,1,3,"Normal Sale","No","Commercial","NoSewr ","Gravel","C",3.76,144432,11110165,11315,333.666666666667,3744126,"2","2","2","Adyar.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5113","Velachery",1536,65,2,1,4,"AdjLand","No","House","ELO","NoAccess","RH",4.66,67455,7495030,17885,384,2158569,"3","2","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5115","Chrompet",1108,30,1,1,3,"AbNormal","No","Commercial","NoSeWa","Gravel","RH",3.08,163001,12538550,6205,369.333333333333,3322712,"2","1","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5117","Chrompet",906,6,1,1,3,"Partial","No","House","ELO","Gravel","RL",4.38,114653,7643550,13505,302,2178416,"1","1","2","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5119","KK Nagar",1416,157,2,1,4,"Normal Sale","No","House","NoSeWa","Gravel","RH",2.73,202703,8445960,2920,354,3167231,"2","4","1","KK Nagar.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5121","Anna Nagar",1850,10,2,1,5,"Family","Yes","Others","ELO","NoAccess","RL",3.63,175430,13494580,14235,370,4547675,"3","1","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5122","Adyar",909,32,1,1,3,"Normal Sale","Yes","Others","NoSewr ","Paved","I",3.34,16597,8298710,12410,303,2406628,"1","1","2","Adyar.Others","Others.1","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5123","KK Nagar",1874,91,3,2,5,"Family","Yes","House","NoSeWa","Paved","RL",3.4,233368,10607620,7665,374.8,4720390,"3","2","2","KK Nagar.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5127","Adyar",944,38,1,1,3,"AbNormal","No","House","AllPub","Gravel","RM",3.78,68435,9776410,5110,314.666666666667,3499955,"1","1","1","Adyar.House","House.1","House.3","House.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5133","KK Nagar",1550,157,2,1,4,"AbNormal","Yes","Commercial","NoSewr ","Paved","RH",3.49,262716,13827160,2920,387.5,5613828,"3","4","1","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5137","Chrompet",930,28,1,1,3,"AbNormal","No","Others","NoSewr ","NoAccess","RH",2.49,88798,6830600,12410,310,1625683,"1","1","2","Chrompet.Others","Others.1","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5142","Chrompet",807,188,1,1,3,"AdjLand","No","Others","NoSeWa","NoAccess","RM",4.13,55344,7906290,12410,269,2047728,"1","4","2","Chrompet.Others","Others.1","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5145","Chrompet",844,116,1,1,3,"Partial","Yes","Others","NoSeWa","Gravel","RM",3.5,156272,9767030,7665,281.333333333333,3057080,"1","3","2","Chrompet.Others","Others.1","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5152","Karapakkam",572,86,1,1,2,"AbNormal","Yes","Commercial","AllPub","Gravel","RH",4.02,151720,7586000,17520,286,3292324,"1","2","3","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5156","Anna Nagar",1776,41,1,1,4,"Partial","Yes","Others","NoSeWa","NoAccess","RH",3.84,136105,12373200,13140,444,2920075,"3","1","2","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5160","Adyar",1018,151,1,1,3,"AbNormal","Yes","House","NoSeWa","Gravel","C",3.5,32547,8136645,8395,339.333333333333,2961741,"2","4","2","Adyar.House","House.2","House.3","House.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5161","Chrompet",1011,184,1,1,3,"Family","Yes","House","NoSewr ","NoAccess","RH",3.42,128002,8000150,4745,337,2504047,"2","4","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5167","Velachery",1923,105,3,2,5,"AdjLand","Yes","House","AllPub","Paved","RL",3.46,80603,11514650,10950,384.6,4225877,"3","3","2","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5169","Chrompet",973,17,1,1,3,"Partial","No","House","ELO","Paved","RM",3.58,91480,8316400,5840,324.333333333333,1962670,"1","1","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5170","Karapakkam",679,51,1,1,2,"AdjLand","Yes","Others","NoSeWa","Gravel","A",3.83,68083,5237125,11680,339.5,1859182,"1","2","2","Karapakkam.Others","Others.1","Others.2","Others.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5173","Chrompet",850,30,1,1,3,"AdjLand","No","House","AllPub","Gravel","RH",3.78,73890,8209950,1825,283.333333333333,2068911,"1","1","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5174","Anna Nagar",1970,97,2,1,5,"AbNormal","Yes","House","ELO","Paved","RH",3.88,223336,13137420,11315,394,4479859,"3","2","2","Anna Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5180","Chrompet",932,99,1,1,3,"AdjLand","No","House","AllPub","Paved","RL",2.82,138054,8120800,10220,310.666666666667,2476848,"1","2","2","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5181","Karapakkam",501,168,1,1,2,"Normal Sale","No","Commercial","AllPub","Paved","I",3.85,118088,5623250,6935,250.5,2344895,"1","4","1","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5194","Velachery",1912,1,3,2,5,"Partial","No","House","ELO","Paved","RL",3.43,177958,9886560,4745,382.4,3381202,"3","1","1","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5205","KK Nagar",2241,123,4,2,6,"Family","Yes","House","AllPub","Paved","RH",4.43,257224,11692000,3650,373.5,3729748,"4","3","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
